Text,Product_Name,Promotion_Type,Marketplace_Name
"pengen beli kripto inj dengan harga 1,000,000 di binance",kripto inj,,binance
"pengen beli kripto doge dengan harga 1,000,000 di binance",kripto doge,,binance
"pengen beli kripto ada dengan harga 1,000,000 di binance",kripto ada,,binance
"pengen beli kripto edu dengan harga 1,000,000 di binance",kripto edu,,binance
"pengen beli kripto ocean dengan harga 1,000,000 di binance",kripto ocean,,binance
"pengen beli kripto trx dengan harga 1,000,000 di binance",kripto trx,,binance
"pengen beli kripto agix dengan harga 1,000,000 di binance",kripto agix,,binance
"pengen beli kripto shib dengan harga 1,000,000 di binance",kripto shib,,binance
"pengen beli kursus kotlin dengan harga 800,000 di udemy",kursus kotlin,,udemy
"pengen beli kursus flutter dengan harga 800,000 di udemy",kursus flutter,,udemy
"pengen beli kursus ethical hacker dengan harga 800,000 di udemy",kursus ethical hacker,,udemy
"pengen beli kursus programming pemula dengan harga 800,000 di udemy",kursus programming,,udemy
"pengen beli kursus memasak dengan harga 800,000 di udemy",kursus memasak,,udemy
"pengen beli kursus mengemudi dengan harga 800,000 di udemy",kursus mengemudi,,udemy
"pengen beli kursus desain dengan harga 800,000 di udemy",kursus desain,,udemy
"pengen beli kursus jetpack compose dengan harga 800,000 di udemy",kursus jetpack compose,,udemy
"pengen beli kursus menari dengan harga 800,000 di udemy",kursus menari,,udemy
"pengen beli kursus berbicara dengan harga 800,000 di udemy",kursus berbicara,,udemy
"pengen beli kursus menyanyi dengan harga 800,000 di udemy",kursus menyanyi,,udemy
"pengen beli kursus bermain gitar dengan harga 800,000 di udemy",kursus bermain gitar,,udemy
"pengen beli kursus bermain piano dengan harga 800,000 di udemy",kursus bermain piano,,udemy
"pengen beli kursus bermain drum dengan harga 800,000 di udemy",kursus bermain drum,,udemy
"pengen beli kursus bermain bass dengan harga 800,000 di udemy",kursus bermain bass,,udemy
"pengen beli kursus unity dengan harga 800,000 di udemy",kursus unity,,udemy
"pengen beli kursus c# dengan harga 800,000 di udemy",kursus c#,,udemy
"pengen beli kursus godot dengan harga 800,000 di udemy",kursus godot,,udemy
"pengen beli nft world of woman dengan harga 20,000,000 di opensea",nft world of woman,,opensea
"pengen beli nft opepen dengan harga 20,000,000 di opensea",nft opepen,,opensea
"pengen beli nft smowl dengan harga 20,000,000 di opensea",nft smowl,,opensea
"pengen beli nft nakamigos dengan harga 20,000,000 di opensea",nft nakamigos,,opensea
"pengen beli nft the captainz dengan harga 20,000,000 di opensea",nft the captainz,,opensea
"pengen beli nft otherdeed for otherside dengan harga 20,000,000 di opensea",nft otherdeed for otherside,,opensea
"pengen beli nft lil pudgys dengan harga 20,000,000 di opensea",nft lil pudgys,,opensea
"pengen beli nft behind the veil dengan harga 20,000,000 di opensea",nft behind the veil,,opensea
"pengen beli nft open headition dengan harga 20,000,000 di opensea",nft open headition,,opensea
"pengen beli nft murakami dengan harga 20,000,000 di opensea",nft murakami,,opensea
"pengen beli nft neo tokyo punk dengan harga 20,000,000 di opensea",nft neo tokyo punk,,opensea
"pengen beli nft wild playground dengan harga 20,000,000 di opensea",nft wild playground,,opensea
